Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note.1,Amount,Currency,Account.1
09/05/2022 00:00,HDFC - savings,Food,,Groceries,7708.57,Income,,7708.57,INR,7708.57
10/31/2022 00:00,CUB - online payment,Transportation,,Groceries,574.45,Expense,,574.45,INR,574.45
06/14/2022 00:00,HDFC - savings,Shopping,,Dinner,7531.87,Income,,7531.87,INR,7531.87
09/15/2022 00:00,SBI - credit card,Entertainment,,Metro,6524.41,Income,,6524.41,INR,6524.41
02/20/2022 00:00,SBI - credit card,Entertainment,,Metro,9077.14,Expense,,9077.14,INR,9077.14
01/24/2022 00:00,CUB - online payment,Food,,Dinner,9880.87,Income,,9880.87,INR,9880.87
10/27/2022 00:00,SBI - credit card,Bills,,Metro,7718.68,Income,,7718.68,INR,7718.68
02/18/2022 00:00,CUB - online payment,Entertainment,,Snacks,1107.33,Expense,,1107.33,INR,1107.33
03/27/2022 00:00,HDFC - savings,Transportation,,Movie,4559.13,Expense,,4559.13,INR,4559.13
09/01/2022 00:00,SBI - credit card,Shopping,,Snacks,2787.48,Income,,2787.48,INR,2787.48
12/08/2022 00:00,HDFC - savings,Shopping,,Snacks,2614.8,Expense,,2614.8,INR,2614.8
04/05/2022 00:00,SBI - credit card,Shopping,,Snacks,4514.41,Expense,,4514.41,INR,4514.41
05/18/2022 00:00,CUB - online payment,Transportation,,Snacks,3139.15,Income,,3139.15,INR,3139.15
05/28/2022 00:00,CUB - online payment,Shopping,,Snacks,7213.47,Income,,7213.47,INR,7213.47
07/26/2022 00:00,CUB - online payment,Transportation,,Electricity,3749.08,Expense,,3749.08,INR,3749.08
07/17/2022 00:00,HDFC - savings,Bills,,Groceries,2598.68,Expense,,2598.68,INR,2598.68
03/03/2022 00:00,HDFC - savings,Entertainment,,Movie,6350.5,Income,,6350.5,INR,6350.5
09/02/2022 00:00,HDFC - savings,Transportation,,Electricity,8039.46,Income,,8039.46,INR,8039.46
03/18/2022 00:00,CUB - online payment,Other,,Metro,3538.19,Expense,,3538.19,INR,3538.19
03/11/2022 00:00,HDFC - savings,Entertainment,,Groceries,6714.32,Expense,,6714.32,INR,6714.32
08/10/2022 00:00,HDFC - savings,Food,,Groceries,4184.85,Income,,4184.85,INR,4184.85
12/11/2022 00:00,HDFC - savings,Food,,Groceries,8555.8,Income,,8555.8,INR,8555.8
03/29/2022 00:00,HDFC - savings,Other,,Groceries,7080.67,Income,,7080.67,INR,7080.67
05/03/2022 00:00,CUB - online payment,Bills,,Groceries,8218.79,Expense,,8218.79,INR,8218.79
12/19/2022 00:00,SBI - credit card,Transportation,,Metro,3241.28,Expense,,3241.28,INR,3241.28
03/02/2022 00:00,HDFC - savings,Food,,Dinner,9844.85,Income,,9844.85,INR,9844.85
02/28/2022 00:00,SBI - credit card,Shopping,,Snacks,7329.91,Income,,7329.91,INR,7329.91
07/28/2022 00:00,HDFC - savings,Transportation,,Groceries,8847.64,Expense,,8847.64,INR,8847.64
09/11/2022 00:00,SBI - credit card,Shopping,,Metro,7155.3,Expense,,7155.3,INR,7155.3
03/14/2022 00:00,CUB - online payment,Transportation,,Movie,6093.6,Income,,6093.6,INR,6093.6
02/11/2022 00:00,HDFC - savings,Bills,,Snacks,4334.61,Expense,,4334.61,INR,4334.61
06/22/2022 00:00,SBI - credit card,Shopping,,Groceries,2241.91,Expense,,2241.91,INR,2241.91
04/06/2022 00:00,HDFC - savings,Transportation,,Electricity,7788.87,Income,,7788.87,INR,7788.87
02/23/2022 00:00,SBI - credit card,Shopping,,Movie,7797.0,Income,,7797.0,INR,7797.0
06/19/2022 00:00,SBI - credit card,Bills,,Movie,8336.25,Income,,8336.25,INR,8336.25
10/27/2022 00:00,SBI - credit card,Transportation,,Movie,7545.33,Expense,,7545.33,INR,7545.33
06/29/2022 00:00,CUB - online payment,Bills,,Snacks,6285.64,Income,,6285.64,INR,6285.64
07/03/2022 00:00,HDFC - savings,Transportation,,Movie,7775.64,Income,,7775.64,INR,7775.64
06/04/2022 00:00,SBI - credit card,Other,,Movie,3320.27,Expense,,3320.27,INR,3320.27
01/18/2022 00:00,CUB - online payment,Other,,Movie,8933.99,Income,,8933.99,INR,8933.99
07/24/2022 00:00,CUB - online payment,Shopping,,Movie,4303.99,Expense,,4303.99,INR,4303.99
08/03/2022 00:00,HDFC - savings,Transportation,,Metro,3489.17,Expense,,3489.17,INR,3489.17
09/26/2022 00:00,CUB - online payment,Shopping,,Groceries,7165.48,Expense,,7165.48,INR,7165.48
05/08/2022 00:00,CUB - online payment,Shopping,,Groceries,5109.3,Expense,,5109.3,INR,5109.3
12/12/2022 00:00,HDFC - savings,Food,,Metro,3925.37,Income,,3925.37,INR,3925.37
08/10/2022 00:00,CUB - online payment,Shopping,,Groceries,3294.06,Income,,3294.06,INR,3294.06
06/21/2022 00:00,CUB - online payment,Entertainment,,Dinner,2468.96,Expense,,2468.96,INR,2468.96
07/11/2022 00:00,CUB - online payment,Other,,Electricity,9266.23,Income,,9266.23,INR,9266.23
04/23/2022 00:00,HDFC - savings,Bills,,Electricity,6330.42,Income,,6330.42,INR,6330.42
06/18/2022 00:00,HDFC - savings,Shopping,,Electricity,7200.86,Expense,,7200.86,INR,7200.86
04/30/2022 00:00,SBI - credit card,Bills,,Groceries,5707.51,Income,,5707.51,INR,5707.51
08/06/2022 00:00,HDFC - savings,Transportation,,Snacks,463.29,Income,,463.29,INR,463.29
09/13/2022 00:00,SBI - credit card,Food,,Snacks,2664.97,Expense,,2664.97,INR,2664.97
11/11/2022 00:00,SBI - credit card,Shopping,,Dinner,1848.82,Expense,,1848.82,INR,1848.82
03/22/2022 00:00,HDFC - savings,Other,,Snacks,3466.17,Income,,3466.17,INR,3466.17
08/02/2022 00:00,SBI - credit card,Entertainment,,Electricity,6926.33,Income,,6926.33,INR,6926.33
05/06/2022 00:00,CUB - online payment,Shopping,,Dinner,2181.81,Income,,2181.81,INR,2181.81
11/05/2022 00:00,CUB - online payment,Food,,Snacks,2867.6,Expense,,2867.6,INR,2867.6
03/13/2022 00:00,CUB - online payment,Shopping,,Metro,8072.38,Expense,,8072.38,INR,8072.38
09/02/2022 00:00,HDFC - savings,Other,,Groceries,4952.71,Income,,4952.71,INR,4952.71
01/15/2022 00:00,CUB - online payment,Shopping,,Snacks,4399.52,Income,,4399.52,INR,4399.52
11/20/2022 00:00,HDFC - savings,Transportation,,Snacks,2822.41,Income,,2822.41,INR,2822.41
11/11/2022 00:00,CUB - online payment,Other,,Electricity,9965.35,Expense,,9965.35,INR,9965.35
12/01/2022 00:00,HDFC - savings,Food,,Electricity,131.29,Income,,131.29,INR,131.29
02/17/2022 00:00,HDFC - savings,Other,,Metro,7003.25,Expense,,7003.25,INR,7003.25
10/13/2022 00:00,HDFC - savings,Transportation,,Metro,8242.79,Income,,8242.79,INR,8242.79
03/01/2022 00:00,SBI - credit card,Shopping,,Electricity,3031.4,Income,,3031.4,INR,3031.4
01/10/2022 00:00,SBI - credit card,Entertainment,,Movie,8208.13,Expense,,8208.13,INR,8208.13
10/05/2022 00:00,SBI - credit card,Other,,Movie,5802.96,Expense,,5802.96,INR,5802.96
01/15/2022 00:00,HDFC - savings,Shopping,,Movie,7667.98,Income,,7667.98,INR,7667.98
10/21/2022 00:00,HDFC - savings,Shopping,,Movie,5951.84,Income,,5951.84,INR,5951.84
04/15/2022 00:00,CUB - online payment,Bills,,Groceries,3192.12,Income,,3192.12,INR,3192.12
06/19/2022 00:00,SBI - credit card,Shopping,,Movie,8062.15,Expense,,8062.15,INR,8062.15
11/01/2022 00:00,CUB - online payment,Other,,Snacks,7701.61,Expense,,7701.61,INR,7701.61
09/20/2022 00:00,SBI - credit card,Shopping,,Snacks,3140.66,Income,,3140.66,INR,3140.66
11/20/2022 00:00,HDFC - savings,Entertainment,,Groceries,9746.33,Income,,9746.33,INR,9746.33
10/22/2022 00:00,CUB - online payment,Transportation,,Groceries,7577.8,Income,,7577.8,INR,7577.8
05/03/2022 00:00,CUB - online payment,Food,,Groceries,8325.11,Income,,8325.11,INR,8325.11
07/24/2022 00:00,SBI - credit card,Bills,,Groceries,6142.64,Income,,6142.64,INR,6142.64
07/08/2022 00:00,HDFC - savings,Other,,Movie,4227.56,Income,,4227.56,INR,4227.56
08/01/2022 00:00,HDFC - savings,Transportation,,Groceries,1847.75,Income,,1847.75,INR,1847.75
01/06/2022 00:00,SBI - credit card,Transportation,,Dinner,407.96,Income,,407.96,INR,407.96
12/06/2022 00:00,CUB - online payment,Bills,,Groceries,8143.82,Expense,,8143.82,INR,8143.82
02/13/2022 00:00,CUB - online payment,Entertainment,,Movie,6365.64,Expense,,6365.64,INR,6365.64
04/01/2022 00:00,CUB - online payment,Entertainment,,Movie,5856.2,Income,,5856.2,INR,5856.2
03/24/2022 00:00,SBI - credit card,Shopping,,Dinner,1546.9,Expense,,1546.9,INR,1546.9
01/17/2022 00:00,CUB - online payment,Transportation,,Dinner,1470.96,Expense,,1470.96,INR,1470.96
06/12/2022 00:00,SBI - credit card,Food,,Snacks,9998.29,Expense,,9998.29,INR,9998.29
04/28/2022 00:00,HDFC - savings,Food,,Groceries,590.11,Expense,,590.11,INR,590.11
10/04/2022 00:00,HDFC - savings,Transportation,,Movie,2284.72,Income,,2284.72,INR,2284.72
02/07/2022 00:00,HDFC - savings,Other,,Movie,7656.14,Expense,,7656.14,INR,7656.14
01/07/2022 00:00,SBI - credit card,Other,,Snacks,7236.14,Income,,7236.14,INR,7236.14
06/11/2022 00:00,SBI - credit card,Food,,Movie,6059.26,Expense,,6059.26,INR,6059.26
12/05/2022 00:00,SBI - credit card,Food,,Dinner,3280.93,Income,,3280.93,INR,3280.93
06/06/2022 00:00,HDFC - savings,Other,,Metro,1005.22,Income,,1005.22,INR,1005.22
04/30/2022 00:00,SBI - credit card,Food,,Metro,2231.04,Expense,,2231.04,INR,2231.04
08/30/2022 00:00,CUB - online payment,Bills,,Snacks,7289.12,Expense,,7289.12,INR,7289.12
09/09/2022 00:00,SBI - credit card,Entertainment,,Groceries,6702.44,Expense,,6702.44,INR,6702.44
07/04/2022 00:00,CUB - online payment,Other,,Metro,1460.71,Expense,,1460.71,INR,1460.71
10/08/2022 00:00,CUB - online payment,Other,,Snacks,2681.03,Expense,,2681.03,INR,2681.03
05/15/2022 00:00,SBI - credit card,Other,,Groceries,8604.12,Income,,8604.12,INR,8604.12
02/13/2022 00:00,HDFC - savings,Entertainment,,Metro,4145.08,Income,,4145.08,INR,4145.08
03/06/2022 00:00,CUB - online payment,Entertainment,,Dinner,1348.48,Income,,1348.48,INR,1348.48
05/11/2022 00:00,HDFC - savings,Food,,Metro,4280.19,Income,,4280.19,INR,4280.19
10/23/2022 00:00,HDFC - savings,Food,,Snacks,7424.23,Income,,7424.23,INR,7424.23
08/18/2022 00:00,SBI - credit card,Food,,Metro,8976.06,Income,,8976.06,INR,8976.06
09/27/2022 00:00,HDFC - savings,Shopping,,Snacks,2901.04,Income,,2901.04,INR,2901.04
06/11/2022 00:00,CUB - online payment,Other,,Movie,6048.59,Income,,6048.59,INR,6048.59
01/21/2022 00:00,HDFC - savings,Transportation,,Groceries,55.83,Income,,55.83,INR,55.83
02/11/2022 00:00,CUB - online payment,Transportation,,Groceries,6289.56,Income,,6289.56,INR,6289.56
07/30/2022 00:00,SBI - credit card,Shopping,,Groceries,8218.25,Expense,,8218.25,INR,8218.25
06/19/2022 00:00,CUB - online payment,Food,,Electricity,7712.1,Expense,,7712.1,INR,7712.1
05/09/2022 00:00,SBI - credit card,Other,,Metro,1548.3,Income,,1548.3,INR,1548.3
11/11/2022 00:00,HDFC - savings,Entertainment,,Metro,2436.33,Expense,,2436.33,INR,2436.33
06/07/2022 00:00,CUB - online payment,Entertainment,,Snacks,1030.41,Expense,,1030.41,INR,1030.41
10/09/2022 00:00,SBI - credit card,Bills,,Dinner,4265.26,Expense,,4265.26,INR,4265.26
06/19/2022 00:00,HDFC - savings,Shopping,,Metro,6034.31,Income,,6034.31,INR,6034.31
07/24/2022 00:00,HDFC - savings,Bills,,Metro,2754.56,Expense,,2754.56,INR,2754.56
03/15/2022 00:00,SBI - credit card,Other,,Electricity,9447.59,Expense,,9447.59,INR,9447.59
07/18/2022 00:00,SBI - credit card,Other,,Groceries,1384.85,Expense,,1384.85,INR,1384.85
06/19/2022 00:00,SBI - credit card,Shopping,,Electricity,7709.63,Income,,7709.63,INR,7709.63
12/24/2022 00:00,SBI - credit card,Bills,,Metro,2390.23,Expense,,2390.23,INR,2390.23
07/12/2022 00:00,SBI - credit card,Transportation,,Movie,2322.02,Income,,2322.02,INR,2322.02
05/10/2022 00:00,SBI - credit card,Shopping,,Dinner,7849.62,Income,,7849.62,INR,7849.62
12/30/2022 00:00,SBI - credit card,Transportation,,Groceries,6712.44,Income,,6712.44,INR,6712.44
10/07/2022 00:00,HDFC - savings,Bills,,Electricity,3686.08,Income,,3686.08,INR,3686.08
12/14/2022 00:00,CUB - online payment,Shopping,,Snacks,5038.3,Income,,5038.3,INR,5038.3
09/03/2022 00:00,SBI - credit card,Shopping,,Dinner,826.35,Expense,,826.35,INR,826.35
02/27/2022 00:00,HDFC - savings,Entertainment,,Dinner,6489.75,Income,,6489.75,INR,6489.75
03/24/2022 00:00,CUB - online payment,Transportation,,Groceries,3214.93,Income,,3214.93,INR,3214.93
03/06/2022 00:00,CUB - online payment,Transportation,,Groceries,1186.12,Income,,1186.12,INR,1186.12
05/09/2022 00:00,SBI - credit card,Transportation,,Metro,4074.44,Expense,,4074.44,INR,4074.44
09/25/2022 00:00,CUB - online payment,Food,,Dinner,2130.44,Income,,2130.44,INR,2130.44
02/28/2022 00:00,SBI - credit card,Entertainment,,Electricity,1409.7,Expense,,1409.7,INR,1409.7
07/04/2022 00:00,SBI - credit card,Entertainment,,Dinner,8962.27,Income,,8962.27,INR,8962.27
11/17/2022 00:00,HDFC - savings,Food,,Metro,1548.06,Expense,,1548.06,INR,1548.06
10/29/2022 00:00,SBI - credit card,Transportation,,Movie,8601.09,Income,,8601.09,INR,8601.09
05/04/2022 00:00,SBI - credit card,Entertainment,,Dinner,1190.56,Income,,1190.56,INR,1190.56
03/09/2022 00:00,HDFC - savings,Bills,,Snacks,1066.84,Expense,,1066.84,INR,1066.84
09/24/2022 00:00,CUB - online payment,Transportation,,Metro,4950.95,Income,,4950.95,INR,4950.95
01/23/2022 00:00,SBI - credit card,Transportation,,Snacks,1615.62,Expense,,1615.62,INR,1615.62
01/20/2022 00:00,CUB - online payment,Entertainment,,Groceries,5612.88,Income,,5612.88,INR,5612.88
10/07/2022 00:00,CUB - online payment,Food,,Electricity,3800.95,Income,,3800.95,INR,3800.95
03/05/2022 00:00,CUB - online payment,Transportation,,Movie,7900.49,Expense,,7900.49,INR,7900.49
09/04/2022 00:00,SBI - credit card,Other,,Snacks,7795.72,Expense,,7795.72,INR,7795.72
11/07/2022 00:00,HDFC - savings,Other,,Electricity,4647.3,Income,,4647.3,INR,4647.3
06/10/2022 00:00,CUB - online payment,Entertainment,,Metro,4108.71,Income,,4108.71,INR,4108.71
03/18/2022 00:00,CUB - online payment,Bills,,Movie,8344.81,Expense,,8344.81,INR,8344.81
02/02/2022 00:00,HDFC - savings,Bills,,Metro,4144.8,Income,,4144.8,INR,4144.8
03/12/2022 00:00,CUB - online payment,Food,,Movie,2428.14,Income,,2428.14,INR,2428.14
10/10/2022 00:00,CUB - online payment,Food,,Snacks,9324.32,Income,,9324.32,INR,9324.32
08/18/2022 00:00,SBI - credit card,Other,,Movie,5891.04,Income,,5891.04,INR,5891.04
05/26/2022 00:00,HDFC - savings,Entertainment,,Electricity,2743.67,Expense,,2743.67,INR,2743.67
11/13/2022 00:00,SBI - credit card,Transportation,,Groceries,785.26,Income,,785.26,INR,785.26
05/16/2022 00:00,CUB - online payment,Shopping,,Groceries,2010.28,Income,,2010.28,INR,2010.28
08/09/2022 00:00,CUB - online payment,Food,,Movie,1233.27,Income,,1233.27,INR,1233.27
04/16/2022 00:00,SBI - credit card,Transportation,,Movie,3836.74,Expense,,3836.74,INR,3836.74
06/17/2022 00:00,CUB - online payment,Bills,,Dinner,4164.97,Income,,4164.97,INR,4164.97
12/30/2022 00:00,CUB - online payment,Food,,Dinner,2078.35,Expense,,2078.35,INR,2078.35
02/11/2022 00:00,SBI - credit card,Food,,Groceries,9674.06,Income,,9674.06,INR,9674.06
08/22/2022 00:00,HDFC - savings,Bills,,Snacks,6917.57,Income,,6917.57,INR,6917.57
10/04/2022 00:00,HDFC - savings,Food,,Movie,3934.81,Income,,3934.81,INR,3934.81
08/01/2022 00:00,CUB - online payment,Transportation,,Electricity,6757.43,Income,,6757.43,INR,6757.43
03/20/2022 00:00,HDFC - savings,Bills,,Movie,6987.89,Income,,6987.89,INR,6987.89
09/05/2022 00:00,SBI - credit card,Entertainment,,Groceries,5619.67,Income,,5619.67,INR,5619.67
10/19/2022 00:00,SBI - credit card,Bills,,Metro,1358.64,Income,,1358.64,INR,1358.64
09/10/2022 00:00,CUB - online payment,Shopping,,Metro,4725.76,Expense,,4725.76,INR,4725.76
09/17/2022 00:00,HDFC - savings,Other,,Metro,4385.7,Income,,4385.7,INR,4385.7
04/01/2022 00:00,HDFC - savings,Transportation,,Groceries,7754.13,Expense,,7754.13,INR,7754.13
01/28/2022 00:00,HDFC - savings,Food,,Metro,795.66,Income,,795.66,INR,795.66
04/16/2022 00:00,SBI - credit card,Bills,,Dinner,5954.94,Expense,,5954.94,INR,5954.94
03/11/2022 00:00,CUB - online payment,Food,,Electricity,3520.92,Expense,,3520.92,INR,3520.92
01/30/2022 00:00,CUB - online payment,Shopping,,Metro,5377.5,Expense,,5377.5,INR,5377.5
10/10/2022 00:00,HDFC - savings,Other,,Snacks,5190.94,Income,,5190.94,INR,5190.94
08/28/2022 00:00,HDFC - savings,Other,,Metro,7460.74,Expense,,7460.74,INR,7460.74
02/17/2022 00:00,HDFC - savings,Shopping,,Snacks,1113.68,Income,,1113.68,INR,1113.68
11/26/2022 00:00,HDFC - savings,Entertainment,,Snacks,2562.16,Expense,,2562.16,INR,2562.16
10/19/2022 00:00,CUB - online payment,Entertainment,,Movie,4435.35,Income,,4435.35,INR,4435.35
08/12/2022 00:00,SBI - credit card,Food,,Movie,6482.5,Income,,6482.5,INR,6482.5
11/26/2022 00:00,SBI - credit card,Transportation,,Metro,2691.94,Income,,2691.94,INR,2691.94
12/21/2022 00:00,CUB - online payment,Shopping,,Groceries,9009.47,Income,,9009.47,INR,9009.47
11/15/2022 00:00,SBI - credit card,Entertainment,,Snacks,9137.48,Income,,9137.48,INR,9137.48
06/06/2022 00:00,HDFC - savings,Shopping,,Movie,9891.76,Expense,,9891.76,INR,9891.76
11/04/2022 00:00,SBI - credit card,Transportation,,Snacks,3973.57,Income,,3973.57,INR,3973.57
12/13/2022 00:00,HDFC - savings,Food,,Electricity,730.33,Expense,,730.33,INR,730.33
05/30/2022 00:00,HDFC - savings,Entertainment,,Metro,4777.21,Expense,,4777.21,INR,4777.21
10/22/2022 00:00,CUB - online payment,Entertainment,,Electricity,4971.19,Income,,4971.19,INR,4971.19
08/16/2022 00:00,CUB - online payment,Food,,Dinner,7450.31,Income,,7450.31,INR,7450.31
04/06/2022 00:00,SBI - credit card,Bills,,Electricity,1578.51,Income,,1578.51,INR,1578.51
12/15/2022 00:00,SBI - credit card,Entertainment,,Dinner,1043.23,Income,,1043.23,INR,1043.23
04/13/2022 00:00,SBI - credit card,Shopping,,Dinner,2993.3,Income,,2993.3,INR,2993.3
02/07/2022 00:00,HDFC - savings,Entertainment,,Snacks,326.06,Income,,326.06,INR,326.06
07/24/2022 00:00,SBI - credit card,Food,,Movie,2371.01,Income,,2371.01,INR,2371.01
12/10/2022 00:00,SBI - credit card,Transportation,,Movie,8848.41,Expense,,8848.41,INR,8848.41
03/25/2022 00:00,SBI - credit card,Food,,Movie,1204.3,Expense,,1204.3,INR,1204.3
05/28/2022 00:00,CUB - online payment,Shopping,,Groceries,2168.38,Income,,2168.38,INR,2168.38
07/22/2022 00:00,SBI - credit card,Shopping,,Electricity,5406.16,Income,,5406.16,INR,5406.16
07/31/2022 00:00,SBI - credit card,Bills,,Groceries,2845.22,Expense,,2845.22,INR,2845.22
05/06/2022 00:00,HDFC - savings,Food,,Groceries,1141.45,Expense,,1141.45,INR,1141.45
03/28/2022 00:00,HDFC - savings,Shopping,,Metro,1678.86,Income,,1678.86,INR,1678.86
03/25/2022 00:00,SBI - credit card,Shopping,,Metro,4517.58,Expense,,4517.58,INR,4517.58
12/30/2022 00:00,SBI - credit card,Food,,Electricity,8404.83,Income,,8404.83,INR,8404.83
09/02/2022 00:00,HDFC - savings,Food,,Movie,7758.5,Income,,7758.5,INR,7758.5
07/30/2022 00:00,SBI - credit card,Food,,Movie,7892.26,Expense,,7892.26,INR,7892.26
10/20/2022 00:00,SBI - credit card,Other,,Movie,1595.49,Expense,,1595.49,INR,1595.49
10/30/2022 00:00,HDFC - savings,Shopping,,Snacks,6950.54,Expense,,6950.54,INR,6950.54
01/01/2023 00:00,HDFC - savings,Food,,Dinner,5430.52,Expense,,5430.52,INR,5430.52
05/29/2022 00:00,HDFC - savings,Transportation,,Snacks,8267.97,Expense,,8267.97,INR,8267.97
08/14/2022 00:00,CUB - online payment,Food,,Metro,3601.34,Expense,,3601.34,INR,3601.34
09/15/2022 00:00,CUB - online payment,Other,,Groceries,7481.66,Income,,7481.66,INR,7481.66
12/15/2022 00:00,HDFC - savings,Shopping,,Metro,5463.89,Expense,,5463.89,INR,5463.89
06/01/2022 00:00,HDFC - savings,Food,,Metro,8863.48,Expense,,8863.48,INR,8863.48
03/12/2022 00:00,CUB - online payment,Food,,Metro,728.72,Expense,,728.72,INR,728.72
08/27/2022 00:00,CUB - online payment,Food,,Movie,1973.13,Income,,1973.13,INR,1973.13
10/19/2022 00:00,SBI - credit card,Transportation,,Snacks,5900.78,Expense,,5900.78,INR,5900.78
10/23/2022 00:00,SBI - credit card,Entertainment,,Snacks,8295.8,Income,,8295.8,INR,8295.8
05/01/2022 00:00,SBI - credit card,Shopping,,Dinner,7047.57,Income,,7047.57,INR,7047.57
11/14/2022 00:00,CUB - online payment,Entertainment,,Groceries,4520.7,Expense,,4520.7,INR,4520.7
09/14/2022 00:00,SBI - credit card,Transportation,,Electricity,4915.6,Expense,,4915.6,INR,4915.6
11/28/2022 00:00,SBI - credit card,Bills,,Metro,5884.8,Income,,5884.8,INR,5884.8
06/20/2022 00:00,CUB - online payment,Bills,,Groceries,8470.77,Expense,,8470.77,INR,8470.77
11/07/2022 00:00,CUB - online payment,Food,,Movie,3026.96,Income,,3026.96,INR,3026.96
01/29/2022 00:00,HDFC - savings,Food,,Metro,4719.97,Expense,,4719.97,INR,4719.97
09/17/2022 00:00,HDFC - savings,Other,,Snacks,2413.53,Income,,2413.53,INR,2413.53
10/13/2022 00:00,SBI - credit card,Transportation,,Movie,7734.5,Income,,7734.5,INR,7734.5
08/14/2022 00:00,SBI - credit card,Food,,Metro,5393.78,Income,,5393.78,INR,5393.78
03/29/2022 00:00,HDFC - savings,Entertainment,,Dinner,7081.8,Expense,,7081.8,INR,7081.8
09/11/2022 00:00,HDFC - savings,Food,,Metro,6358.58,Income,,6358.58,INR,6358.58
04/15/2022 00:00,HDFC - savings,Entertainment,,Snacks,5682.63,Income,,5682.63,INR,5682.63
10/27/2022 00:00,HDFC - savings,Bills,,Movie,5975.55,Income,,5975.55,INR,5975.55
10/12/2022 00:00,SBI - credit card,Shopping,,Electricity,4386.14,Expense,,4386.14,INR,4386.14
12/10/2022 00:00,HDFC - savings,Bills,,Metro,587.18,Expense,,587.18,INR,587.18
01/29/2022 00:00,CUB - online payment,Other,,Dinner,6269.98,Income,,6269.98,INR,6269.98
05/16/2022 00:00,CUB - online payment,Transportation,,Groceries,8777.17,Expense,,8777.17,INR,8777.17
11/24/2022 00:00,HDFC - savings,Bills,,Groceries,2194.63,Income,,2194.63,INR,2194.63
04/25/2022 00:00,HDFC - savings,Food,,Groceries,4727.7,Expense,,4727.7,INR,4727.7
11/27/2022 00:00,SBI - credit card,Shopping,,Dinner,6894.47,Income,,6894.47,INR,6894.47
10/12/2022 00:00,CUB - online payment,Other,,Movie,5636.36,Expense,,5636.36,INR,5636.36
06/08/2022 00:00,HDFC - savings,Entertainment,,Metro,8501.57,Income,,8501.57,INR,8501.57
12/29/2022 00:00,SBI - credit card,Entertainment,,Snacks,684.92,Expense,,684.92,INR,684.92
03/27/2022 00:00,HDFC - savings,Bills,,Metro,2229.73,Expense,,2229.73,INR,2229.73
10/08/2022 00:00,HDFC - savings,Bills,,Electricity,5840.79,Expense,,5840.79,INR,5840.79
08/27/2022 00:00,SBI - credit card,Food,,Snacks,6075.5,Income,,6075.5,INR,6075.5
11/11/2022 00:00,HDFC - savings,Food,,Movie,1570.13,Income,,1570.13,INR,1570.13
02/21/2022 00:00,HDFC - savings,Transportation,,Snacks,4192.23,Income,,4192.23,INR,4192.23
02/08/2022 00:00,SBI - credit card,Shopping,,Snacks,8787.19,Expense,,8787.19,INR,8787.19
01/08/2022 00:00,CUB - online payment,Entertainment,,Dinner,7044.27,Expense,,7044.27,INR,7044.27
10/17/2022 00:00,HDFC - savings,Other,,Dinner,6147.37,Expense,,6147.37,INR,6147.37
12/13/2022 00:00,SBI - credit card,Food,,Snacks,5933.99,Income,,5933.99,INR,5933.99
04/15/2022 00:00,HDFC - savings,Transportation,,Metro,3670.74,Income,,3670.74,INR,3670.74
04/14/2022 00:00,HDFC - savings,Food,,Dinner,2725.72,Expense,,2725.72,INR,2725.72
01/29/2022 00:00,CUB - online payment,Food,,Snacks,7661.79,Income,,7661.79,INR,7661.79
10/25/2022 00:00,HDFC - savings,Other,,Dinner,4582.66,Income,,4582.66,INR,4582.66
02/25/2022 00:00,CUB - online payment,Other,,Metro,4558.77,Expense,,4558.77,INR,4558.77
11/08/2022 00:00,CUB - online payment,Shopping,,Groceries,2474.64,Income,,2474.64,INR,2474.64
03/03/2022 00:00,SBI - credit card,Bills,,Dinner,8764.13,Income,,8764.13,INR,8764.13
04/02/2022 00:00,HDFC - savings,Entertainment,,Snacks,721.49,Expense,,721.49,INR,721.49
06/06/2022 00:00,SBI - credit card,Entertainment,,Movie,9089.41,Expense,,9089.41,INR,9089.41
08/16/2022 00:00,SBI - credit card,Other,,Dinner,7102.39,Income,,7102.39,INR,7102.39
04/19/2022 00:00,SBI - credit card,Bills,,Dinner,3083.36,Income,,3083.36,INR,3083.36
06/26/2022 00:00,SBI - credit card,Food,,Snacks,2051.07,Income,,2051.07,INR,2051.07
09/08/2022 00:00,CUB - online payment,Food,,Metro,8560.17,Income,,8560.17,INR,8560.17
11/02/2022 00:00,HDFC - savings,Food,,Snacks,6495.65,Expense,,6495.65,INR,6495.65
08/22/2022 00:00,CUB - online payment,Transportation,,Groceries,4199.3,Expense,,4199.3,INR,4199.3
06/16/2022 00:00,HDFC - savings,Other,,Groceries,2769.9,Expense,,2769.9,INR,2769.9
02/03/2022 00:00,CUB - online payment,Food,,Groceries,5865.29,Income,,5865.29,INR,5865.29
11/15/2022 00:00,HDFC - savings,Other,,Movie,7599.89,Expense,,7599.89,INR,7599.89
03/02/2022 00:00,CUB - online payment,Bills,,Metro,3380.2,Expense,,3380.2,INR,3380.2
02/08/2022 00:00,CUB - online payment,Bills,,Electricity,2272.98,Expense,,2272.98,INR,2272.98
11/14/2022 00:00,CUB - online payment,Transportation,,Dinner,8093.53,Expense,,8093.53,INR,8093.53
02/14/2022 00:00,SBI - credit card,Shopping,,Snacks,414.27,Expense,,414.27,INR,414.27
08/02/2022 00:00,CUB - online payment,Other,,Electricity,196.32,Expense,,196.32,INR,196.32
